timestamp,purity,quantityTonnes,distanceKm,demandIndex,supplyIndex,auctionAveragePrice,intendedUse,pricePerTonne,provenance
2025-05-06 07:00:00,84.82,50,341.2,70.0,21.8,2481.64,OTHER,2673.03,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-07 00:00:00,96.95,50,298.0,78.3,45.2,2714.71,CHEMICAL_FEEDSTOCK,3082.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-07 21:00:00,66.18,200,18.0,84.7,33.3,2382.94,CONSTRUCTION,2256.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-08 16:00:00,89.34,300,315.5,43.5,27.4,2315.61,SYNFUEL,2737.8,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-09 06:00:00,75.38,50,276.3,60.4,91.8,2277.44,SYNFUEL,2531.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-10 03:00:00,97.26,150,275.3,83.0,65.0,2378.72,SYNFUEL,3051.5,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-10 19:00:00,98.89,300,165.7,94.2,74.6,2668.03,OTHER,2956.72,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-11 15:00:00,97.95,200,145.3,86.7,43.7,2482.98,FOOD_BEVERAGE,2924.29,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-12 07:00:00,81.55,150,113.0,47.9,49.5,2336.49,FOOD_BEVERAGE,2492.2,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-13 04:00:00,95.09,150,32.3,34.6,37.8,2299.71,CONSTRUCTION,2795.93,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-13 20:00:00,94.47,150,87.6,56.7,27.3,2399.64,CHEMICAL_FEEDSTOCK,2913.87,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-14 17:00:00,76.14,100,93.8,75.6,33.4,2763.95,SYNFUEL,2563.93,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-15 06:00:00,93.93,150,174.6,56.9,79.8,2405.82,CHEMICAL_FEEDSTOCK,2823.89,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-16 02:00:00,66.29,200,264.1,56.2,70.8,2792.87,CHEMICAL_FEEDSTOCK,2339.6,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-16 18:00:00,85.81,300,171.1,82.9,61.0,2491.14,FOOD_BEVERAGE,2591.86,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-17 17:00:00,73.03,150,29.7,47.1,55.6,2307.5,CONSTRUCTION,2367.41,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-18 11:00:00,69.21,200,335.6,84.5,89.2,2734.68,SYNFUEL,2441.25,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-19 01:00:00,67.69,50,330.5,50.5,25.5,2476.21,SYNFUEL,2528.44,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-19 21:00:00,89.3,100,277.0,44.6,41.0,2625.8,SYNFUEL,2813.34,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-20 16:00:00,76.86,25,347.1,54.0,46.2,2790.23,CHEMICAL_FEEDSTOCK,2484.51,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-21 09:00:00,90.29,50,195.1,77.2,78.7,2230.11,GREENHOUSE,2720.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-22 03:00:00,67.28,200,337.3,29.5,94.4,2258.02,CONSTRUCTION,2232.91,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-22 19:00:00,76.0,800,35.7,34.7,38.1,2632.27,FOOD_BEVERAGE,2270.98,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-23 12:00:00,83.83,25,134.3,91.4,85.6,2369.1,CONSTRUCTION,2488.42,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-24 11:00:00,92.6,100,86.6,33.2,82.3,2310.58,CHEMICAL_FEEDSTOCK,2668.3,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-25 05:00:00,76.12,300,76.6,62.6,36.8,2223.62,SYNFUEL,2397.64,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-25 21:00:00,86.84,50,57.9,63.4,49.9,2213.11,GREENHOUSE,2652.22,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-26 14:00:00,95.92,150,221.6,56.7,50.7,2664.69,FOOD_BEVERAGE,2965.21,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-27 08:00:00,86.49,200,275.6,68.4,93.4,2280.66,SYNFUEL,2595.95,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-28 04:00:00,73.13,150,206.6,37.2,33.6,2480.63,CONSTRUCTION,2400.93,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-28 23:00:00,65.85,50,60.0,61.4,79.9,2563.54,CONSTRUCTION,2286.03,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-29 17:00:00,95.37,100,285.8,47.9,45.1,2457.01,CONSTRUCTION,2873.01,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-30 10:00:00,65.74,200,226.2,69.6,74.8,2216.26,GREENHOUSE,2276.16,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-31 03:00:00,95.53,150,142.0,30.6,51.5,2670.1,CONSTRUCTION,2810.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-31 18:00:00,83.46,25,239.2,62.8,63.4,2206.31,CONSTRUCTION,2517.58,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-01 12:00:00,97.77,200,98.4,33.9,82.4,2657.13,SYNFUEL,2833.43,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-02 11:00:00,92.88,25,127.4,40.9,80.3,2735.98,SYNFUEL,2810.0,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-03 03:00:00,99.83,200,321.9,36.4,85.0,2459.7,SYNFUEL,2923.99,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-03 18:00:00,77.24,50,108.8,33.7,24.5,2521.33,SYNFUEL,2505.72,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-04 12:00:00,91.77,800,169.8,81.9,71.9,2486.19,FOOD_BEVERAGE,2611.12,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-05 09:00:00,79.03,100,312.6,41.4,30.5,2433.53,FOOD_BEVERAGE,2569.26,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-06 00:00:00,81.75,100,250.6,89.5,51.2,2732.45,SYNFUEL,2646.39,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-06 18:00:00,86.9,50,31.1,92.7,61.1,2736.36,FOOD_BEVERAGE,2705.73,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-07 15:00:00,95.49,100,60.1,62.8,50.2,2401.49,SYNFUEL,2920.49,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-08 10:00:00,99.34,300,12.7,30.7,59.0,2569.04,CHEMICAL_FEEDSTOCK,2742.54,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-09 03:00:00,91.81,800,224.5,48.1,94.7,2756.14,SYNFUEL,2599.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-09 19:00:00,79.58,100,162.2,79.8,30.1,2777.24,CHEMICAL_FEEDSTOCK,2538.4,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-10 16:00:00,79.71,100,55.7,47.6,70.7,2505.38,CHEMICAL_FEEDSTOCK,2363.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-11 07:00:00,90.74,200,335.7,26.5,49.7,2471.69,CONSTRUCTION,2606.34,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-12 01:00:00,73.33,300,190.1,61.8,30.0,2367.22,CHEMICAL_FEEDSTOCK,2454.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-12 22:00:00,68.86,150,92.2,83.4,31.9,2775.32,OTHER,2502.15,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-13 15:00:00,77.38,100,180.2,79.7,91.2,2285.69,SYNFUEL,2482.14,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-14 11:00:00,75.02,100,241.1,33.1,86.0,2547.9,SYNFUEL,2460.96,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-15 03:00:00,75.34,200,35.9,70.5,88.0,2369.53,SYNFUEL,2338.92,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-15 21:00:00,73.15,25,103.4,36.5,94.4,2367.4,CONSTRUCTION,2304.09,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-16 12:00:00,66.47,150,284.4,36.4,35.6,2442.98,SYNFUEL,2421.79,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-17 08:00:00,65.62,100,166.3,85.6,46.7,2799.28,FOOD_BEVERAGE,2438.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-18 01:00:00,99.47,200,195.8,38.7,70.2,2232.98,CONSTRUCTION,2816.21,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-18 19:00:00,79.93,25,157.2,39.7,56.3,2547.13,CONSTRUCTION,2434.09,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-19 17:00:00,78.41,150,24.9,20.0,51.4,2249.54,CONSTRUCTION,2263.59,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-20 08:00:00,88.72,100,66.4,85.3,46.8,2292.71,SYNFUEL,2730.2,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-21 05:00:00,72.62,150,161.5,79.4,64.5,2463.74,SYNFUEL,2449.21,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-21 21:00:00,98.15,25,81.1,67.0,63.2,2506.28,CHEMICAL_FEEDSTOCK,2928.2,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-22 16:00:00,92.44,150,27.0,76.3,32.1,2355.28,CONSTRUCTION,2789.58,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-23 09:00:00,68.12,150,296.8,31.4,55.4,2389.87,SYNFUEL,2379.9,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-24 03:00:00,79.57,150,343.6,54.4,61.5,2252.18,SYNFUEL,2491.59,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-24 20:00:00,95.68,150,279.7,46.3,62.8,2381.93,OTHER,2907.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-25 13:00:00,97.97,200,300.3,27.0,35.8,2779.94,SYNFUEL,2951.3,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-26 10:00:00,81.31,300,92.3,56.5,75.7,2766.82,FOOD_BEVERAGE,2425.0,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-27 01:00:00,86.41,100,336.6,89.1,21.9,2400.93,FOOD_BEVERAGE,2756.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-27 18:00:00,70.83,300,77.0,23.0,46.6,2542.51,CHEMICAL_FEEDSTOCK,2264.45,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-28 15:00:00,99.59,100,333.5,41.9,78.5,2745.76,SYNFUEL,3044.47,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-29 07:00:00,73.09,25,348.2,35.6,62.3,2203.71,SYNFUEL,2447.34,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-30 05:00:00,97.9,25,252.0,37.9,39.6,2686.41,CONSTRUCTION,2981.79,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-06-30 23:00:00,87.67,100,343.6,88.1,72.1,2769.02,CONSTRUCTION,2697.85,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-01 17:00:00,86.21,200,203.6,55.1,62.6,2254.8,FOOD_BEVERAGE,2523.17,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-02 08:00:00,82.89,200,98.2,55.0,79.7,2296.87,GREENHOUSE,2373.04,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-03 00:00:00,73.05,200,158.6,77.0,75.1,2776.45,CONSTRUCTION,2361.45,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-03 23:00:00,71.16,150,211.8,31.6,65.8,2522.52,SYNFUEL,2440.21,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-04 14:00:00,72.69,100,34.8,56.5,56.6,2208.52,SYNFUEL,2397.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-05 11:00:00,71.51,50,221.6,52.2,30.0,2354.58,FOOD_BEVERAGE,2584.5,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-06 05:00:00,92.21,100,343.6,64.8,39.6,2469.97,SYNFUEL,2952.77,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-06 23:00:00,77.22,100,74.6,95.0,51.4,2615.75,SYNFUEL,2520.98,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-07 13:00:00,67.02,25,279.5,77.7,64.9,2639.9,FOOD_BEVERAGE,2454.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-08 08:00:00,98.82,50,318.7,49.8,58.5,2797.25,CHEMICAL_FEEDSTOCK,2998.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-09 05:00:00,95.84,150,330.9,82.1,41.6,2372.51,GREENHOUSE,2990.03,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-09 19:00:00,97.38,200,336.4,32.8,20.5,2522.93,CONSTRUCTION,2914.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-10 13:00:00,99.72,800,187.3,22.3,57.2,2519.99,SYNFUEL,2789.74,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-11 09:00:00,71.07,500,342.3,35.3,41.4,2443.39,GREENHOUSE,2295.37,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-12 05:00:00,78.83,150,267.5,45.5,75.1,2301.5,CHEMICAL_FEEDSTOCK,2397.88,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-12 22:00:00,91.46,100,65.0,58.3,21.8,2786.47,CHEMICAL_FEEDSTOCK,2794.55,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-13 15:00:00,89.29,150,172.1,66.1,63.9,2711.99,CHEMICAL_FEEDSTOCK,2706.58,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-14 06:00:00,70.37,200,254.2,88.3,90.6,2499.0,SYNFUEL,2427.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-15 03:00:00,93.47,50,94.1,58.2,33.1,2561.95,CONSTRUCTION,2877.7,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-15 23:00:00,72.83,100,227.8,57.6,55.4,2336.36,SYNFUEL,2475.14,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-16 12:00:00,72.81,300,236.6,23.8,26.9,2526.27,CHEMICAL_FEEDSTOCK,2384.77,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-17 09:00:00,83.74,100,65.3,22.6,66.9,2616.98,CHEMICAL_FEEDSTOCK,2478.52,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-18 05:00:00,85.69,150,202.1,61.3,61.3,2509.1,FOOD_BEVERAGE,2633.15,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-18 22:00:00,85.25,150,272.4,52.9,50.6,2794.17,FOOD_BEVERAGE,2696.08,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-19 16:00:00,68.19,50,179.6,82.9,59.1,2566.8,SYNFUEL,2507.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-20 10:00:00,95.62,100,14.1,32.1,87.2,2422.58,CHEMICAL_FEEDSTOCK,2779.0,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-21 02:00:00,74.27,100,13.1,21.9,34.7,2663.29,CHEMICAL_FEEDSTOCK,2339.85,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-21 19:00:00,69.52,25,131.4,53.7,21.7,2302.28,SYNFUEL,2506.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-22 16:00:00,96.02,25,324.9,37.8,84.6,2430.71,FOOD_BEVERAGE,2899.78,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-23 10:00:00,98.35,300,87.8,23.7,63.3,2408.18,FOOD_BEVERAGE,2813.39,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-24 05:00:00,95.09,100,225.7,74.3,86.8,2459.08,SYNFUEL,2960.38,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-24 23:00:00,93.25,150,85.5,28.4,64.8,2669.07,CHEMICAL_FEEDSTOCK,2730.56,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-25 15:00:00,87.87,100,119.4,65.6,80.8,2490.5,SYNFUEL,2668.88,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-26 09:00:00,84.22,500,298.3,41.1,52.2,2676.41,CONSTRUCTION,2410.55,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-27 04:00:00,68.04,100,257.8,33.0,76.2,2545.89,SYNFUEL,2435.77,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-27 21:00:00,79.26,100,42.4,48.5,88.5,2405.24,OTHER,2313.14,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-28 16:00:00,78.01,300,155.8,80.1,62.9,2685.99,FOOD_BEVERAGE,2423.59,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-29 10:00:00,74.07,300,19.9,49.4,33.6,2342.97,CHEMICAL_FEEDSTOCK,2373.73,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-30 05:00:00,90.25,50,173.5,76.3,40.2,2334.63,CONSTRUCTION,2777.04,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-30 20:00:00,82.31,300,235.2,29.4,34.9,2502.7,GREENHOUSE,2408.32,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-07-31 14:00:00,67.83,100,50.3,78.0,38.5,2356.51,CONSTRUCTION,2366.59,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-01 06:00:00,72.68,100,108.2,37.8,43.0,2205.45,SYNFUEL,2443.6,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-02 03:00:00,88.85,50,145.3,70.8,61.6,2588.98,CHEMICAL_FEEDSTOCK,2713.55,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-02 18:00:00,67.66,25,322.6,62.4,64.1,2506.66,FOOD_BEVERAGE,2480.17,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-03 14:00:00,94.71,200,347.7,89.7,52.0,2467.31,CONSTRUCTION,2838.08,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-04 09:00:00,82.28,100,25.3,49.0,66.2,2780.18,CONSTRUCTION,2443.43,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-05 01:00:00,81.77,100,268.7,25.0,26.1,2542.72,GREENHOUSE,2525.96,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-05 21:00:00,85.68,200,136.4,21.4,26.6,2718.06,GREENHOUSE,2534.65,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-06 12:00:00,93.78,200,143.4,82.0,32.9,2283.67,GREENHOUSE,2758.62,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-07 06:00:00,77.14,50,266.5,59.4,58.9,2541.52,SYNFUEL,2498.56,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-08 04:00:00,88.66,150,322.3,78.1,36.0,2720.79,CONSTRUCTION,2812.25,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-08 20:00:00,84.74,50,333.3,37.6,41.2,2549.86,FOOD_BEVERAGE,2649.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-09 12:00:00,74.32,200,206.2,45.9,50.0,2630.81,FOOD_BEVERAGE,2437.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-10 09:00:00,95.66,200,131.4,22.3,80.9,2423.23,CONSTRUCTION,2670.44,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-11 04:00:00,92.83,800,277.8,92.1,21.0,2255.47,SYNFUEL,2730.81,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-11 19:00:00,87.98,25,95.3,70.1,68.7,2474.74,FOOD_BEVERAGE,2650.31,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-12 15:00:00,94.69,25,201.8,90.0,70.2,2436.69,FOOD_BEVERAGE,2975.96,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-13 06:00:00,95.27,100,131.9,39.9,79.9,2720.24,SYNFUEL,2840.07,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-14 00:00:00,89.72,100,233.3,65.9,90.0,2346.4,CONSTRUCTION,2688.32,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-14 21:00:00,94.21,50,91.7,70.9,21.5,2780.04,SYNFUEL,2926.1,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-15 15:00:00,89.34,500,75.1,43.8,31.5,2774.88,CHEMICAL_FEEDSTOCK,2590.23,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-16 09:00:00,88.74,50,322.2,83.6,86.5,2348.58,SYNFUEL,2758.38,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-17 04:00:00,86.59,100,44.6,91.0,54.4,2408.83,CHEMICAL_FEEDSTOCK,2609.09,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-17 23:00:00,91.27,200,182.0,86.4,62.3,2737.33,CONSTRUCTION,2762.95,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-18 15:00:00,70.54,100,85.1,75.4,69.7,2779.97,CONSTRUCTION,2445.41,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-19 07:00:00,95.74,200,23.2,40.8,70.9,2466.06,CONSTRUCTION,2645.99,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-20 04:00:00,95.43,25,22.2,41.1,89.9,2392.6,FOOD_BEVERAGE,2782.54,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-20 19:00:00,66.02,100,69.6,92.3,94.8,2515.66,SYNFUEL,2402.79,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-21 14:00:00,93.82,25,304.7,20.8,74.0,2612.66,SYNFUEL,2845.07,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-22 06:00:00,69.5,25,106.0,73.7,41.5,2364.08,GREENHOUSE,2461.27,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-23 00:00:00,76.7,500,333.2,73.0,86.0,2641.88,SYNFUEL,2357.22,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-23 23:00:00,90.95,50,207.8,66.7,23.7,2230.99,OTHER,2838.27,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-24 17:00:00,70.61,150,158.4,94.3,37.3,2229.58,FOOD_BEVERAGE,2521.1,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-25 10:00:00,93.55,100,207.2,43.4,87.3,2431.77,CONSTRUCTION,2746.79,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-26 02:00:00,94.04,100,185.7,45.5,39.2,2412.08,OTHER,2818.68,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-26 19:00:00,82.71,300,268.0,25.9,36.5,2389.38,SYNFUEL,2482.13,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-27 12:00:00,65.22,25,106.0,53.2,30.4,2494.61,CHEMICAL_FEEDSTOCK,2371.2,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-28 07:00:00,75.02,200,130.0,39.6,84.4,2392.44,CONSTRUCTION,2246.67,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-29 03:00:00,86.53,800,314.0,45.8,57.5,2315.35,CHEMICAL_FEEDSTOCK,2448.22,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-29 22:00:00,99.24,150,331.8,82.6,70.6,2385.68,GREENHOUSE,2988.89,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-30 15:00:00,87.05,500,313.5,90.2,37.9,2784.94,SYNFUEL,2654.19,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-08-31 07:00:00,74.07,25,152.6,33.9,76.9,2446.67,CONSTRUCTION,2336.02,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-01 05:00:00,87.13,100,275.3,47.9,77.0,2466.83,CONSTRUCTION,2575.61,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-01 22:00:00,83.85,100,172.0,89.6,43.4,2545.93,CONSTRUCTION,2596.46,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-02 15:00:00,92.22,200,179.2,24.6,50.8,2790.0,CHEMICAL_FEEDSTOCK,2671.46,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-03 09:00:00,68.73,800,79.6,26.9,35.7,2344.96,CHEMICAL_FEEDSTOCK,2158.03,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-04 02:00:00,91.56,100,211.0,32.2,93.2,2608.77,FOOD_BEVERAGE,2786.72,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-04 19:00:00,83.89,200,73.3,64.6,68.4,2629.59,SYNFUEL,2447.75,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-05 14:00:00,98.61,50,122.7,31.3,90.1,2564.39,FOOD_BEVERAGE,2974.37,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-06 10:00:00,76.93,150,300.7,92.6,42.8,2253.15,CONSTRUCTION,2507.25,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-07 00:00:00,87.08,100,80.4,53.5,78.6,2606.12,FOOD_BEVERAGE,2640.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-09-07 18:00:00,97.53,800,34.2,57.6,77.4,2238.46,FOOD_BEVERAGE,2670.5,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
